Reaction_Type,Metal,Support,Promoter,Preparation_Method,Metal_Loading_wt%,Temperature_C,Pressure_bar,GHSV_h-1,H2_CO_Ratio,Activity,Selectivity,Stability,TOF_s-1,Activation_Energy_kJ_mol
biomass-to-hmf,Fe,SAPO-34,Rb2O,Electrodeposition,13.16,556.0,29.0,31980.0,1.81,0.4953,0.4953,0.6206,1.3,93.8
methanol-synthesis,Ti,TiO2,Li2O,Impregnation,23.84,236.6,96.2,23526.0,1.21,0.4933,0.5067,0.63,34.9,177.5
dry-reforming,Fe,MCM-41,Li2O,Ion-exchange,19.57,778.6,48.0,32271.0,1.42,0.3226,0.3821,0.6607,16.23,74.6
methanol-synthesis,Sn,SBA-15,La2O3,Co-precipitation,8.04,730.7,77.6,48226.0,3.48,0.3191,0.2753,0.429,5.51,168.2
ethanol-to-jet,Rh,C,SrO,Impregnation,1.58,423.6,72.5,13992.0,0.5,0.6238,0.726,0.6902,6.17,63.8
dehydrogenation,Ru,BEA,CaO,Electrodeposition,11.07,129.1,74.1,49864.0,2.46,0.5933,0.595,0.8189,32.11,156.7
dehydrogenation,W,C,CaO,Electrodeposition,11.21,751.6,87.6,31938.0,2.79,0.3426,0.4177,0.8167,13.14,168.0
dry-reforming,Cu,CeO2,SrO,Sol-gel,3.85,714.9,61.3,12576.0,2.53,0.41,0.3262,0.7205,3.92,145.0
dehydrogenation,Au,MgO,La2O3,Impregnation,13.5,603.0,89.3,6707.0,1.58,0.6137,0.5345,0.5304,10.24,146.6
dehydrogenation,Rh,MCM-41,Rb2O,Flame-spray,18.56,361.1,52.9,46016.0,3.66,0.6622,0.7254,0.9007,4.35,124.7
ethanol-to-jet,Pd,C,Cs2O,Impregnation,10.08,668.6,51.2,45420.0,0.96,0.6015,0.6971,0.5612,65.67,58.0
ammonia-synthesis,Ag,SiO2,Na2O,Sol-gel,14.32,314.1,36.2,3716.0,1.48,0.7229,0.7856,0.8098,40.98,60.9
dehydrogenation,Mo,CNT,La2O3,Impregnation,3.97,155.8,16.0,14447.0,3.4,0.5892,0.5461,0.5691,0.89,122.9
syngas-to-ethanol,Fe,HZSM-5,La2O3,Co-precipitation,20.88,483.7,79.8,49231.0,2.7,0.6776,0.7704,0.6393,10.77,92.1
co2-reduction,Ce,MgO,CaO,Impregnation,15.05,149.4,74.8,13812.0,3.49,0.6143,0.6312,0.7324,10.11,93.8
dehydrogenation,V,MCM-41,Rb2O,Ion-exchange,10.7,578.0,66.8,43420.0,2.6,0.5837,0.6784,0.7488,1.78,169.0
methanol-synthesis,Fe,SAPO-34,Rb2O,Impregnation,9.18,197.7,46.2,15396.0,3.91,0.5356,0.6117,0.5234,2.23,116.9
syngas-to-ethanol,V,MOF-5,CaO,Sol-gel,12.57,783.6,24.3,48109.0,2.48,0.3972,0.3546,0.5695,18.5,58.2
methanol-synthesis,Au,C,Li2O,Sol-gel,23.46,561.3,21.4,42803.0,2.56,0.6025,0.5028,0.5844,18.84,85.3
biomass-to-hmf,Cr,SAPO-34,SrO,Ion-exchange,24.74,810.9,14.9,31006.0,1.6,0.3494,0.2649,0.6673,8.27,134.0
co2-reduction,Ti,BEA,BaO,Ion-exchange,2.22,217.5,18.9,45348.0,1.93,0.5028,0.6207,0.7035,7.87,65.1
water-gas-shift,Ni,CNT,La2O3,Electrodeposition,3.59,522.4,98.6,39365.0,0.87,0.4533,0.4552,0.7238,19.39,165.1
dehydrogenation,Pd,TiO2,BaO,Impregnation,24.76,666.6,23.4,18621.0,1.69,0.5357,0.5087,0.4853,32.27,159.1
dry-reforming,Pt,MCM-41,Rb2O,Impregnation,21.56,481.9,99.8,28416.0,3.06,0.6978,0.7632,0.8833,3.54,75.6
co2-reduction,Ru,SBA-15,K2O,Sputtering,18.36,557.0,60.5,37738.0,1.59,0.5027,0.5242,0.7561,19.08,129.6
ammonia-synthesis,Rh,CeO2,None,Sol-gel,19.82,714.6,26.9,37753.0,1.5,0.3297,0.3963,0.712,1.7,36.0
co2-reduction,Sn,BEA,CaO,Impregnation,2.2,667.2,9.5,38090.0,1.91,0.5123,0.4355,0.4728,17.18,139.3
dry-reforming,Mn,MCM-41,SrO,ALD,13.72,203.1,57.9,48343.0,2.58,0.5952,0.6328,0.4647,19.72,165.1
ammonia-synthesis,Au,C,CaO,Co-precipitation,23.17,453.6,6.8,31586.0,0.75,0.6346,0.6969,0.9848,2.74,73.1
co2-reduction,Rh,SBA-15,K2O,Impregnation,2.92,249.3,53.4,20874.0,1.66,0.6577,0.7078,0.6674,14.73,48.8
dry-reforming,Ce,CeO2,La2O3,ALD,21.16,775.5,65.7,4724.0,3.84,0.282,0.2071,0.6138,3.35,162.2
dehydrogenation,Mo,BEA,K2O,ALD,2.59,617.6,24.8,21315.0,3.35,0.4833,0.4728,0.7859,6.56,89.8
syngas-to-ethanol,Sn,HZSM-5,K2O,Sputtering,18.04,448.8,78.4,4873.0,3.61,0.5813,0.4935,0.6905,3.31,142.7
ammonia-synthesis,Zn,SBA-15,Li2O,Hydrothermal,8.96,371.9,50.2,24602.0,1.18,0.6679,0.7231,0.6485,18.26,125.7
dehydrogenation,Cu,SBA-15,Cs2O,Sputtering,17.71,452.5,50.7,30824.0,0.88,0.6669,0.5494,0.6102,9.94,148.7
ethanol-to-jet,Mn,MCM-41,Li2O,Impregnation,13.54,891.2,18.1,1034.0,0.64,0.5625,0.4554,0.6646,0.3,161.0
methanol-synthesis,V,SAPO-34,Li2O,ALD,19.67,768.6,63.2,1394.0,3.69,0.4624,0.5198,0.7276,8.21,31.4
dry-reforming,Cr,CeO2,BaO,Flame-spray,13.65,859.0,24.8,30226.0,1.28,0.436,0.5246,0.5301,35.76,145.6
ethanol-to-jet,Mo,MCM-41,CaO,Electrodeposition,5.55,687.5,11.1,28125.0,0.52,0.6147,0.678,0.6572,7.59,90.7
hydrogenation,Sn,SiO2,Cs2O,Sol-gel,17.21,762.9,36.5,40110.0,1.76,0.3413,0.2561,0.5808,11.37,108.2
water-gas-shift,Ag,CNT,La2O3,Hydrothermal,7.5,352.2,12.3,26263.0,0.56,0.6551,0.7234,0.6327,5.38,120.2
biomass-to-hmf,Sn,CeO2,CaO,Impregnation,6.58,776.4,9.7,5193.0,2.23,0.3756,0.3994,0.6744,14.8,49.2
co2-reduction,Ru,CeO2,Cs2O,Electrodeposition,2.19,792.7,31.0,38920.0,3.29,0.357,0.3211,0.5315,0.86,142.9
dehydrogenation,W,C,BaO,Co-precipitation,20.39,249.5,44.3,3734.0,3.28,0.5171,0.4776,0.5302,11.46,95.6
ammonia-synthesis,Pd,Al2O3,K2O,Deposition-precipitation,4.39,770.3,73.5,36245.0,2.07,0.3355,0.3681,0.8966,2.89,139.9
ammonia-synthesis,Ti,CNT,CaO,Co-precipitation,3.03,186.6,52.9,35768.0,2.29,0.4882,0.4898,0.7477,1.14,45.8
syngas-to-ethanol,Cr,SiO2,Cs2O,Flame-spray,23.7,174.0,1.9,1212.0,0.89,0.5166,0.5867,0.6171,12.64,63.5
biomass-to-hmf,Mo,CNT,Na2O,Deposition-precipitation,24.63,881.8,57.6,27607.0,2.59,0.3648,0.3145,0.4841,2.1,109.9
dehydrogenation,Sn,SAPO-34,Li2O,Co-precipitation,20.09,803.0,62.8,42950.0,3.63,0.3431,0.331,0.6173,5.78,43.6
co2-reduction,Cr,SAPO-34,BaO,Ion-exchange,2.42,732.2,40.8,18857.0,1.29,0.3938,0.3949,0.646,6.36,87.2
dehydrogenation,Fe,SAPO-34,Rb2O,Electrodeposition,14.58,670.1,24.7,8312.0,1.11,0.6035,0.6856,0.584,18.32,87.2
dehydrogenation,Rh,MCM-41,CaO,Deposition-precipitation,1.86,491.7,95.6,1748.0,3.63,0.6316,0.6467,0.8568,28.04,83.1
syngas-to-ethanol,Cr,CeO2,SrO,Co-precipitation,20.01,264.2,14.9,2387.0,3.25,0.5526,0.6786,0.6931,15.71,31.0
water-gas-shift,Ag,SAPO-34,La2O3,Sputtering,15.27,780.6,45.6,41486.0,2.54,0.4319,0.5114,0.6474,68.91,122.3
hydrogenation,Au,Al2O3,La2O3,Co-precipitation,22.87,174.0,75.5,31784.0,1.23,0.4943,0.6803,0.9505,15.42,157.6
biomass-to-hmf,Ce,Graphene,CaO,Co-precipitation,19.11,207.9,69.4,13754.0,0.51,0.6036,0.6589,0.4824,6.99,47.7
syngas-to-ethanol,Ce,MCM-41,Rb2O,Hydrothermal,16.53,862.4,93.3,37772.0,1.61,0.3964,0.4081,0.79,12.35,169.4
ammonia-synthesis,Pt,Graphene,Li2O,Impregnation,3.95,250.6,30.7,36925.0,3.5,0.5462,0.5265,0.8165,10.88,173.0
ammonia-synthesis,Ag,Graphene,CaO,Electrodeposition,13.63,289.0,32.6,46243.0,2.19,0.6703,0.5757,0.8182,23.38,40.6
dehydrogenation,Ru,SiO2,BaO,Sol-gel,6.49,507.1,8.6,33960.0,2.09,0.6146,0.5696,0.5058,43.58,169.6
hydrogenation,V,MOF-5,BaO,Hydrothermal,9.5,302.1,1.4,9805.0,2.23,0.6979,0.7327,0.6314,9.12,43.4
dehydrogenation,Mo,CNT,Rb2O,Electrodeposition,21.37,305.4,49.3,4072.0,2.18,0.6665,0.6265,0.7379,36.53,42.0
dry-reforming,Cr,SiO2,Na2O,Co-precipitation,14.04,112.7,9.8,35174.0,2.74,0.6089,0.4888,0.9166,4.79,66.8
co2-reduction,Ag,MOF-5,BaO,Sol-gel,1.81,654.6,15.9,16314.0,1.44,0.9588,0.899,0.4778,44.02,166.4
co2-reduction,W,BEA,SrO,Sol-gel,6.2,370.6,56.3,42323.0,2.14,0.708,0.7675,0.7692,1.53,153.1
dry-reforming,Ag,CNT,CaO,ALD,7.78,292.9,89.0,26795.0,3.86,0.5811,0.5864,0.7996,0.86,105.5
co2-reduction,Ru,SAPO-34,La2O3,Sputtering,9.32,199.4,89.1,36689.0,2.99,0.5549,0.5784,0.5734,30.99,113.2
biomass-to-hmf,V,CNT,Na2O,Co-precipitation,18.89,638.4,54.3,25268.0,3.98,0.57,0.5705,0.8527,8.71,90.5
syngas-to-ethanol,Ni,Graphene,BaO,Sol-gel,4.94,361.2,3.1,9786.0,1.11,0.5871,0.6754,0.6683,1.24,171.7
dry-reforming,Pd,Al2O3,BaO,Sputtering,19.28,405.4,1.0,17593.0,2.84,0.6017,0.6741,0.7608,40.88,38.5
ammonia-synthesis,Mn,CNT,CaO,Hydrothermal,24.19,517.0,8.6,29840.0,1.55,0.5701,0.6903,0.6724,4.92,35.4
dry-reforming,Sn,C,Rb2O,Sol-gel,21.06,721.8,4.1,44681.0,1.54,0.3966,0.4927,0.574,16.67,165.3
dry-reforming,Pt,CeO2,Li2O,Flame-spray,24.46,682.2,63.8,34345.0,3.17,0.5553,0.6057,0.6126,2.49,118.8
hydrogenation,Mn,Graphene,K2O,Flame-spray,23.07,572.9,18.7,32188.0,0.93,0.5286,0.6268,0.9708,37.46,77.1
ethanol-to-jet,Cu,MgO,La2O3,Hydrothermal,23.39,896.7,51.3,8162.0,3.93,0.3954,0.4543,0.6451,13.8,137.7
water-gas-shift,Ag,SAPO-34,SrO,Ion-exchange,9.22,824.5,40.5,15780.0,2.89,0.4647,0.4362,0.4615,3.56,154.7
water-gas-shift,Ag,SiO2,SrO,Co-precipitation,5.56,109.8,59.4,44340.0,1.93,0.5568,0.4891,0.4904,3.35,113.9
dry-reforming,Sn,MgO,Na2O,Ion-exchange,1.53,651.3,53.9,6340.0,3.63,0.6386,0.635,0.5753,22.84,59.2
ethanol-to-jet,Cu,Graphene,SrO,Sputtering,24.73,290.1,13.5,44361.0,1.74,0.5818,0.5881,0.6651,38.55,58.0
biomass-to-hmf,Zn,SiO2,K2O,Sol-gel,5.42,469.9,34.5,22969.0,0.77,0.6124,0.7184,0.7121,4.94,136.6
methanol-synthesis,Cr,Al2O3,Na2O,Impregnation,6.05,188.7,56.5,9324.0,3.86,0.5407,0.6714,0.6642,40.71,74.2
biomass-to-hmf,Ni,MOF-5,BaO,Hydrothermal,12.9,187.4,40.4,16942.0,2.34,0.4998,0.4871,0.7282,22.75,177.0
dry-reforming,Rh,CNT,CaO,Electrodeposition,24.08,164.5,19.4,11915.0,2.44,0.4452,0.4686,0.5433,14.7,105.6
ethanol-to-jet,Fe,ZrO2,SrO,Ion-exchange,5.57,569.8,20.9,34959.0,1.61,0.4706,0.5388,0.7984,5.95,122.1
co2-reduction,Ce,MOF-5,Li2O,Electrodeposition,20.51,389.4,75.9,12330.0,2.21,0.6681,0.7142,0.6796,36.27,154.4
ammonia-synthesis,Pt,Al2O3,Na2O,ALD,8.73,711.6,62.8,21955.0,0.9,0.4042,0.4072,0.8517,2.04,139.9
syngas-to-ethanol,Au,SBA-15,None,Flame-spray,3.98,537.7,49.5,6690.0,3.14,0.4886,0.5448,0.619,2.38,174.2
dehydrogenation,Ti,C,La2O3,Sputtering,1.93,802.4,60.9,39927.0,1.01,0.31,0.2965,0.5804,2.22,43.4
ethanol-to-jet,Sn,TiO2,CaO,Impregnation,14.96,653.0,72.9,30538.0,1.3,0.5079,0.4725,0.3848,1.15,157.5
ethanol-to-jet,Ce,TiO2,CaO,Sol-gel,20.42,364.6,54.7,45569.0,1.11,0.616,0.6624,0.7431,7.69,156.2
dehydrogenation,V,Graphene,Rb2O,Sputtering,15.01,288.7,82.8,12656.0,0.57,0.5387,0.4943,0.5298,8.82,82.4
methanol-synthesis,V,HZSM-5,SrO,Ion-exchange,20.92,609.9,39.2,23600.0,3.63,0.5989,0.6307,0.4095,23.17,50.8
water-gas-shift,Ce,BEA,Li2O,Sputtering,15.44,236.2,99.7,1889.0,3.22,0.5417,0.583,0.6148,38.22,112.2
biomass-to-hmf,Pd,MOF-5,Na2O,Sputtering,5.37,227.2,87.1,48127.0,3.19,0.5799,0.5359,0.5063,6.76,145.3
ammonia-synthesis,Zn,MCM-41,La2O3,Deposition-precipitation,5.9,208.3,3.9,12089.0,2.03,0.6025,0.5668,0.8231,15.14,170.0
dehydrogenation,Mn,MgO,Na2O,Sputtering,7.23,872.9,7.1,3088.0,3.68,0.4808,0.5615,0.6173,8.76,34.4
co2-reduction,Zn,CeO2,None,Sputtering,16.71,620.9,54.9,4362.0,3.14,0.5015,0.466,0.5836,8.44,128.2
dehydrogenation,Rh,Al2O3,CaO,Co-precipitation,1.07,587.0,85.3,19189.0,3.3,0.4269,0.3649,0.6907,6.03,165.9
dry-reforming,W,SiO2,BaO,Deposition-precipitation,4.37,402.1,47.3,7607.0,2.45,0.6034,0.581,0.8549,1.3,121.7
water-gas-shift,Ru,CeO2,BaO,Electrodeposition,8.45,260.2,81.1,27055.0,1.11,0.5485,0.5597,0.8477,10.94,122.4
hydrogenation,Ru,CeO2,Li2O,Deposition-precipitation,24.88,590.4,94.5,27828.0,2.83,0.585,0.473,0.7622,10.97,100.5
syngas-to-ethanol,Co,MOF-5,None,Electrodeposition,4.89,457.8,48.7,2216.0,0.62,0.5911,0.6051,0.7121,5.01,47.5
hydrogenation,W,MOF-5,Cs2O,ALD,1.77,626.7,86.0,15836.0,2.06,0.4769,0.3783,0.6731,16.15,172.3
biomass-to-hmf,Pt,C,Rb2O,Hydrothermal,22.35,231.6,54.2,27016.0,3.08,0.5308,0.4313,0.9113,5.46,57.3
dry-reforming,Ru,MOF-5,BaO,Co-precipitation,18.1,251.8,19.7,22435.0,3.26,0.5325,0.5204,0.6432,2.26,101.3
co2-reduction,Cu,Al2O3,K2O,Flame-spray,15.98,371.0,76.6,49960.0,3.83,0.8933,0.9876,0.7355,0.13,98.0
dehydrogenation,Au,MgO,SrO,ALD,13.54,352.5,45.4,18439.0,1.06,0.6907,0.6635,0.749,22.4,95.5
dry-reforming,Ce,CNT,CaO,ALD,14.11,440.1,89.4,45290.0,3.15,0.8259,0.7642,0.7112,5.79,131.2
co2-reduction,Zn,MCM-41,La2O3,ALD,3.61,500.9,32.0,25433.0,2.56,0.5351,0.5635,0.8528,0.19,142.4
co2-reduction,Ce,HZSM-5,None,Electrodeposition,11.81,167.9,46.9,35025.0,1.17,0.5348,0.5171,0.7269,2.14,35.8
ethanol-to-jet,Ag,BEA,Rb2O,Flame-spray,18.15,371.8,27.0,6599.0,1.31,0.6524,0.6103,0.8277,41.77,144.5
hydrogenation,Co,CNT,La2O3,Co-precipitation,17.9,753.4,96.0,24667.0,1.48,0.3718,0.3559,0.781,8.14,151.7
co2-reduction,Au,SAPO-34,Rb2O,Co-precipitation,5.58,319.7,6.5,44891.0,3.58,0.6707,0.7098,0.6361,8.53,52.9
dry-reforming,Mn,MOF-5,Li2O,Hydrothermal,18.63,693.2,5.7,29924.0,0.86,0.489,0.4794,0.6224,8.08,164.7
co2-reduction,Ce,Graphene,Li2O,Ion-exchange,18.83,200.5,56.6,31778.0,0.7,0.4984,0.4685,0.6513,11.71,163.8
dry-reforming,Ti,MgO,None,Co-precipitation,24.87,659.5,46.4,31412.0,3.83,0.5409,0.551,0.6377,0.41,101.8
hydrogenation,Co,MOF-5,None,Sol-gel,9.49,728.4,52.2,33769.0,2.73,0.3995,0.4854,0.7757,0.34,59.2
hydrogenation,Ni,BEA,La2O3,Ion-exchange,17.71,359.9,15.7,21949.0,3.48,0.5914,0.5854,0.8726,11.86,35.9
co2-reduction,Mo,SiO2,Cs2O,Sol-gel,4.46,595.9,32.2,14164.0,0.55,0.5579,0.5829,0.7119,21.53,120.3
co2-reduction,In,TiO2,K2O,Sol-gel,24.81,531.5,96.0,38895.0,3.02,0.8786,0.8141,0.5228,6.38,87.4
co2-reduction,Pd,CeO2,La2O3,Co-precipitation,8.56,131.0,45.8,42969.0,3.54,0.6405,0.5592,0.8924,29.09,43.5
ethanol-to-jet,In,CNT,K2O,Co-precipitation,18.36,696.8,92.6,27877.0,3.82,0.5809,0.5004,0.4336,8.32,132.0
co2-reduction,V,Graphene,SrO,Impregnation,9.74,683.5,64.5,14301.0,3.17,0.5533,0.5082,0.5026,22.72,143.4
ammonia-synthesis,Pt,Graphene,K2O,Flame-spray,17.11,191.1,98.8,46010.0,2.23,0.5505,0.5998,0.7032,5.2,147.3
dry-reforming,Sn,MgO,Li2O,Co-precipitation,17.39,732.8,32.5,41263.0,2.01,0.4192,0.3796,0.6743,30.29,43.2
ethanol-to-jet,Au,Al2O3,SrO,Sol-gel,20.9,199.7,34.6,36085.0,3.17,0.6453,0.5678,0.6616,29.14,52.8
dehydrogenation,V,CNT,Cs2O,Sputtering,17.91,714.7,31.1,4728.0,0.52,0.322,0.351,0.7306,1.43,42.3
ammonia-synthesis,W,CNT,Rb2O,Hydrothermal,21.72,668.4,35.5,35432.0,2.47,0.5233,0.4639,0.6633,20.5,78.9
co2-reduction,W,TiO2,K2O,Electrodeposition,2.36,376.9,39.9,11135.0,3.63,0.6924,0.6556,0.651,11.59,71.0
co2-reduction,W,C,CaO,Co-precipitation,23.33,740.9,68.9,5672.0,1.62,0.4844,0.393,0.6152,24.09,116.8
biomass-to-hmf,In,SBA-15,Na2O,Co-precipitation,8.71,280.8,91.2,22992.0,3.42,0.5656,0.6636,0.7413,9.33,121.5
ammonia-synthesis,Cu,Al2O3,Li2O,Hydrothermal,14.9,159.0,57.9,17106.0,0.51,0.622,0.525,0.549,11.89,73.3
hydrogenation,W,CeO2,K2O,Electrodeposition,20.0,494.8,82.5,18004.0,1.91,0.523,0.4787,0.8281,12.3,143.5
syngas-to-ethanol,Mn,SiO2,Na2O,Deposition-precipitation,22.29,739.0,85.0,48575.0,0.77,0.3342,0.3157,0.4784,1.38,34.3
water-gas-shift,Pt,ZrO2,Cs2O,Deposition-precipitation,3.54,711.2,3.3,23507.0,3.08,0.3156,0.3459,0.9397,4.83,51.4
water-gas-shift,Cr,SiO2,K2O,Sputtering,10.79,848.8,28.1,6077.0,0.86,0.4179,0.4439,0.5183,20.15,73.6
hydrogenation,Ti,Graphene,La2O3,Impregnation,1.72,147.8,43.4,14291.0,2.61,0.5903,0.6392,0.6664,3.89,177.5
co2-reduction,Pt,CeO2,K2O,Sputtering,20.42,505.3,89.4,41925.0,3.76,0.3929,0.3137,0.7804,8.8,83.5
dehydrogenation,Ni,SBA-15,Rb2O,ALD,6.8,856.7,88.9,22195.0,3.3,0.4348,0.4539,0.5475,0.55,156.8
dehydrogenation,Mo,BEA,CaO,Sol-gel,24.16,539.7,85.1,5032.0,2.16,0.4956,0.6434,0.7032,6.85,49.3
biomass-to-hmf,Zn,C,La2O3,Flame-spray,17.81,790.9,2.9,22890.0,3.9,0.2787,0.2753,0.5837,5.53,43.1
hydrogenation,Fe,ZrO2,La2O3,Deposition-precipitation,8.28,115.3,95.7,45509.0,3.9,0.5404,0.6555,0.814,5.52,168.2
biomass-to-hmf,Ni,CNT,Cs2O,Deposition-precipitation,21.23,814.0,71.4,15902.0,3.01,0.3777,0.401,0.7458,3.1,47.1
dehydrogenation,Pt,Al2O3,Li2O,Impregnation,1.72,697.0,85.2,29629.0,3.69,0.5737,0.5887,0.5557,26.21,157.2
dehydrogenation,Zn,ZrO2,Rb2O,Deposition-precipitation,3.88,596.5,18.0,4426.0,3.37,0.5278,0.5941,0.5959,1.63,72.4
water-gas-shift,Fe,Al2O3,SrO,Deposition-precipitation,10.45,616.6,55.3,22548.0,3.31,0.5758,0.5351,0.581,2.01,52.2
co2-reduction,Ni,TiO2,Li2O,Sol-gel,4.04,203.3,14.7,34331.0,3.02,0.5332,0.543,0.4356,3.15,124.0
water-gas-shift,Fe,MgO,Li2O,Impregnation,2.71,890.3,5.7,4505.0,2.45,0.4319,0.4674,0.5607,2.64,139.6
co2-reduction,Sn,Graphene,None,Ion-exchange,0.7,222.4,50.6,30631.0,1.34,0.557,0.4651,0.9513,3.01,79.0
syngas-to-ethanol,Mn,C,La2O3,Deposition-precipitation,14.89,857.2,66.7,26816.0,0.8,0.4486,0.5315,0.6169,5.5,104.7
ammonia-synthesis,Pd,C,Li2O,Sol-gel,22.06,184.1,40.3,16530.0,3.48,0.5441,0.613,0.6447,26.54,128.4
co2-reduction,Au,TiO2,Cs2O,Sol-gel,13.8,459.4,24.6,13796.0,0.85,0.7882,0.7102,0.6911,7.24,61.7
biomass-to-hmf,Pd,CeO2,K2O,Electrodeposition,6.2,865.1,18.6,16875.0,0.71,0.4611,0.5249,0.7387,4.42,54.3
water-gas-shift,Au,BEA,K2O,Flame-spray,1.43,830.7,27.5,30547.0,1.36,0.3616,0.303,0.4519,1.63,177.7
methanol-synthesis,Pt,BEA,None,Sol-gel,8.3,214.2,48.9,17511.0,0.8,0.5736,0.616,0.6907,54.69,89.0
methanol-synthesis,Ti,ZrO2,SrO,Hydrothermal,13.48,737.4,99.3,33713.0,3.34,0.3569,0.3635,0.6062,4.5,141.3
dry-reforming,Mo,SAPO-34,CaO,Electrodeposition,1.1,571.9,92.9,33916.0,3.71,0.4894,0.4989,0.7454,8.7,70.3
ammonia-synthesis,Ni,SAPO-34,CaO,Ion-exchange,11.43,134.7,19.3,20944.0,0.8,0.5427,0.5501,0.8066,14.38,32.0
syngas-to-ethanol,Ru,CeO2,Cs2O,Hydrothermal,15.82,121.8,20.9,13922.0,1.86,0.5674,0.563,0.7285,13.35,114.6
ammonia-synthesis,Fe,HZSM-5,CaO,Sputtering,5.52,346.0,16.1,12359.0,3.84,0.6249,0.7278,0.7424,11.69,171.9
ammonia-synthesis,Zn,SiO2,CaO,ALD,1.39,437.8,90.2,18783.0,2.71,0.621,0.6211,0.9161,32.63,127.8
ammonia-synthesis,Pt,HZSM-5,Na2O,ALD,7.71,823.3,29.4,45547.0,2.52,0.4484,0.5191,0.6164,2.97,123.1
co2-reduction,Sn,MCM-41,Rb2O,Hydrothermal,17.46,489.9,87.0,7549.0,3.27,0.7062,0.6903,0.6235,75.23,115.3
ethanol-to-jet,Ti,ZrO2,Rb2O,Sputtering,7.42,644.7,95.2,7640.0,0.85,0.642,0.7359,0.6956,20.02,84.6
dehydrogenation,Pd,SAPO-34,None,Flame-spray,7.03,190.0,84.6,38730.0,2.45,0.5919,0.5813,0.7318,14.65,84.4
ethanol-to-jet,Cu,Graphene,CaO,Impregnation,11.65,668.5,70.8,6391.0,2.24,0.6321,0.5121,0.5529,18.34,177.8
ammonia-synthesis,Mo,SAPO-34,Na2O,Sputtering,9.64,716.5,56.2,41618.0,3.84,0.4511,0.4946,0.6348,9.38,70.2
hydrogenation,Zn,SBA-15,Li2O,Sputtering,20.14,641.9,82.2,19256.0,2.62,0.4961,0.5975,0.382,4.0,120.8
ammonia-synthesis,Ni,Al2O3,CaO,ALD,11.11,590.9,54.1,26483.0,1.02,0.5548,0.6694,0.604,1.04,100.4
dehydrogenation,Pd,Graphene,Li2O,Hydrothermal,16.8,177.9,80.8,26498.0,2.58,0.6365,0.6582,0.6555,5.81,158.8
ammonia-synthesis,Zn,CNT,K2O,Electrodeposition,3.39,702.3,10.5,16876.0,2.6,0.2867,0.2383,0.7794,1.78,123.3
co2-reduction,Rh,SiO2,SrO,ALD,2.98,681.1,40.9,7788.0,1.3,0.5346,0.5926,0.4748,4.51,98.0
dry-reforming,Zn,MOF-5,Rb2O,Co-precipitation,20.28,207.0,24.5,29051.0,3.11,0.4906,0.5819,0.5823,0.87,174.5
ethanol-to-jet,Ti,Graphene,SrO,Electrodeposition,8.23,218.3,16.6,14926.0,2.88,0.5825,0.4539,0.6408,10.27,143.6
dehydrogenation,Ru,SiO2,Na2O,ALD,8.93,173.0,8.7,44614.0,1.63,0.5847,0.5228,0.5998,31.73,147.4
methanol-synthesis,Fe,BEA,None,Flame-spray,16.65,897.2,98.8,1684.0,2.39,0.3628,0.3979,0.7673,1.84,45.9
syngas-to-ethanol,Ru,ZrO2,La2O3,Sputtering,7.95,503.7,40.2,24249.0,0.59,0.4867,0.4837,0.7495,6.67,83.0
co2-reduction,Cu,Graphene,None,ALD,8.93,240.0,75.2,5035.0,3.71,0.9125,0.9276,0.6221,28.36,164.2
ethanol-to-jet,Pt,HZSM-5,CaO,Electrodeposition,8.6,796.8,3.1,4749.0,3.42,0.3108,0.2897,0.4869,0.27,158.1
methanol-synthesis,Cr,BEA,K2O,Deposition-precipitation,18.33,840.7,66.7,9237.0,0.84,0.3517,0.3765,0.6865,17.9,140.4
ethanol-to-jet,Pd,CNT,Cs2O,ALD,19.51,469.0,42.0,16180.0,1.61,0.6241,0.5807,0.7754,10.74,63.8
water-gas-shift,Ti,C,La2O3,Electrodeposition,24.71,358.7,88.9,26584.0,3.65,0.5785,0.5741,0.7137,19.44,151.1
syngas-to-ethanol,Ti,MgO,SrO,Impregnation,9.34,172.5,85.2,31600.0,0.64,0.5847,0.5418,0.9707,8.83,39.3
ethanol-to-jet,Cu,BEA,None,Co-precipitation,19.51,735.3,55.5,24239.0,1.42,0.3048,0.2499,0.4904,13.59,178.2
water-gas-shift,Ag,ZrO2,Na2O,Ion-exchange,21.2,241.8,42.0,4143.0,3.55,0.6799,0.7069,0.6716,7.06,146.2
syngas-to-ethanol,V,TiO2,La2O3,Sputtering,17.54,203.6,65.9,22466.0,3.64,0.4933,0.4583,0.6946,27.04,88.2
water-gas-shift,Pd,SAPO-34,Li2O,Impregnation,7.24,491.4,72.6,27798.0,2.08,0.6867,0.7817,0.5839,22.74,102.7
ammonia-synthesis,Rh,SiO2,Na2O,Ion-exchange,23.53,642.9,44.4,40539.0,0.87,0.4469,0.4939,0.4167,26.45,47.3
water-gas-shift,Cr,Al2O3,Cs2O,Co-precipitation,7.89,883.4,43.4,46536.0,3.17,0.5385,0.5258,0.625,19.19,41.7
co2-reduction,Ce,BEA,None,Flame-spray,22.19,421.2,70.5,23946.0,1.34,0.6136,0.5996,0.7063,30.01,120.5
water-gas-shift,Pd,Graphene,Rb2O,Sputtering,22.34,478.4,56.1,21409.0,2.23,0.6634,0.6831,0.7913,5.37,34.5
